Name,Tag,Area,Address,Category,Price,Timings
Old Beijing Roast Duck,CASUAL DINING,Downtown,"1643 W Broadway, Vancouver, BC V6J 1W9, Vancouver",Chinese,1010,YES
Casablanca Crepe Taste of Morocco,FAST CASUAL,West End,"1610 Robson St unit 108, Vancouver, BC V6G 1C7, Vancouver",Moroccan,101010,NO
Xing Fu Tang,QUICK BITES,Central Burnaby,"6271 Kingsway, Burnaby","Bubble Tea, Chinese, Taiwanese",10,YES
Hong Mao Seafood Restaurant,CASUAL DINING,Central Richmond,"100-3600, 3 Road, Central Richmond, Richmond, Richmond","Chinese, Dim Sum",10101010,NO
Arvind�s Curry & Cocktail,CASUAL DINING,New Westminster,"420 6th St, New Westminster, Metro Vancouver",Indian,1010,YES
C&M Kitchen,FOOD COURT,"Admiralty Centre, Richmond","Admiralty Centre, Food Court, 2083-8700 McKim Way, Richmond V6X 3Z7","Fast Food, Cantonese, Chinese, Asian",1010,YES
The Bourbon Country Bar,BAR,Gastown,"50 West Cordova Street, Vancouver",Drinks Only,10101010,NO
BLOCK 18 Cart Noodle,NOODLE SHOP,Central Richmond,"8400 Alexandra Road, Suite 190, Richmond, BC V6X 1C3, Richmond",Ramen,10,YES
Dinesty Dumpling House,CASUAL DINING,Central Richmond,"5555 Gilbert Rd Unit#150, Richmond, Richmond",Chinese,10,NO
Java Express,CAF�,White Rock,"15090 North Bluff Road, Metro Vancouver V4B5M1",Cafe,10,NO
Walee Bistro,QUICK BITES,Coquitlam,"1163 Pinetree Way, Coquitlam, BC V3B 8A6, Coquitlam",Chinese,10,NO
Jin Sui Xang Ltd,BAKERY,Victoria-Fraserview & Killarney,"5823 Victoria Drive, Vancouver","Bakery, Chinese, Asian",1010,YES
Ham Ji Bak,QUICK BITES,"Westbrook Centre, City of Langley","Westbrook Centre, Inside H Mart, 19555 Fraser Highway, Langley V3S","Korean, Asian",10,NO
Hunnybee Bruncheonette,CAF�,Downtown Eastside,"789 Gore Ave, Vancouver, Downtown Eastside, Vancouver, Vancouver",Cafe,101010,NO
Spicy Master Fine Food Kitchen,FOOD COURT,"Richmond Public Market, Richmond","Richmond Public Market, Level 2, 2429-8260 Westminster Highway, Richmond","Fast Food, Chinese",10,YES
MY Coffee,FOOD COURT,"Lansdowne Centre, Richmond","Lansdowne Centre, Food Court, 924-5300 Number 3 Road, Richmond V6X 2X9",Cafe,10,NO
MeetRice Noodles,QUICK BITES,Central Burnaby,"5226 Kingsway, Burnaby, Burnaby","Asian, Chinese",10,YES
Sapperton District Taphouse,PUB,New Westminster,"421 E Columbia St, New Westminster, Metro Vancouver",Pub Food,10101010,NO
The Law Courts Inn,CASUAL DINING,Downtown,"Inside Supreme Court Building, Fifth Floor, 800 Smithe Street, Vancouver V6Z3B7",Canadian,1010,YES
Uma Sushi,CASUAL DINING,Downtown,"450 W 8th Avenue, Vancouver, BC V5Y 1N9, Vancouver",Sushi,1010,NO
Centro,CASUAL DINING,Downtown,"1037 Denman St, Vancouver, BC V6G 2M4, Vancouver",Italian,10,YES
Hula Poke,FAST CASUAL,Downtown,"701 W Georgia Street, Unit FC 14, Vancouver, BC V7Y 1A1, Vancouver",Hawaiian,10,NO
Shawarma Corner,QUICK BITES,New Westminster,"629 Columbia St, New Westminster, BC, Metro Vancouver","Middle Eastern, Lebanese",10101010,NO
Royal Pho Restaurant,CASUAL DINING,Downtown,"7056 Kerr Street, Vancouver, Vancouver",Vietnamese,10101010,NO
Aquarium Cafe,CAF�,Coal Harbour,"845 Avison Way, Coal Harbour, Vancouver V6G 3E2",Cafe,101010,YES
Parkside Brewery,BREWERY,Port Moody,"2731 Murray St, Port Moody, BC V3H 3R5, Canada, Metro Vancouver",Bar Food,101010,YES
Black.,CASUAL DINING,Downtown,"526 Abbott Street Vancouver, BC V6B 2L1, Vancouver",Pub Food,10101010,YES
Cafe 106,CAF�,Central Burnaby,"6588 Royal Oak Ave Unit 106, Burnaby, Burnaby",Cafe,101010,YES
Japadog,QUICK BITES,Downtown,"1000-7899 Templeton Station Road, Richmond, Vancouver V7B 0B7","Fusion, Japanese",1010,YES
Seafood House,FOOD COURT,"Crystal Mall, Central Burnaby","Crystal Mall, Food Court, 4500 Kingsway, Burnaby V5H 2B1","Fast Food, Seafood",1010,NO
Strikers Bar & Vibes Pizza,QUICK BITES,Central Burnaby,"Inside Rev's Bowling, 5502 Lougheed Highway, Burnaby V5B2Z8","Burger, Pizza, Bar Food",10,YES
The Butler Did It Bistro,CAF�,Granville Island,"Inside Emily Carr University, 1399 Johnston Street, Vancouver V6H3R9",Cafe,10,YES
Sip Bowl,CASUAL DINING,Kerrisdale,"2255 W 41st Avenue, Vancouver, BC V6M 4L3, Vancouver",Chinese,10,NO
WildTale,CASUAL DINING,Mount Pleasant,"165 W 2nd Ave, Vancouver, Vancouver",Seafood,10,NO
WildTale,CASUAL DINING,Downtown,"165 W 2nd Ave, Vancouver, Metro Vancouver, Vancouver",Seafood,101010,YES
Nadu Restaurant,CASUAL DINING,Central Richmond,"6360 No.3 Road, Richmond, Richmond V6Y 2B3",Chinese,10101010,YES
Ross Sandwiches and Ice Cream,DESSERT PARLOR,"Lonsdale Quayside Plaza, Lower Lonsdale","Lonadale Quayside Plaza, 148 Chadwick Court, North Vancouver V7M3K2","Ice Cream, Desserts",10,NO
Aquatic Centre Cafe,QUICK BITES,Coquitlam,"Inside City Centre Aquatic Complex, 1210 Pinetree Way, Coquitlam V3B",Cafe,101010,YES
Cravings Coffee,CAF�,North Delta,"Sungod Recreation Centre, 7815 112th Avenue, Metro Vancouver V4C4V9",Cafe,101010,YES
First Choice Cafe,FOOD COURT,"Empire Centre, Richmond","Empire Centre, Food Court, 1150-4540 Number 3 Road, Richmond V6X4E8","Fast Food, Chinese",101010,YES
MP Social House,CAF�,Riley Park & Little Mountain,"3245 Fraser Street, Vancouver V5T3K4",Cafe,10,YES
The Pressure Box,FOOD TRUCK,Downtown,"Location Varies, Vancouver",Burger,10,NO
Pacific Coffee Roasters Cafe,CAF�,Yaletown,"345 Robson Street, Unit 101, Vancouver V6B 0H3",Cafe,10101010,NO
Corporate Deli Cafe,CAF�,Coquitlam,"62 Fawcett Road, Coquitlam V3K6V5",Cafe,10,NO
Rain or Shine Ice Cream,ICE-CREAM SHOP,UBC,"6001 University Boulevard, Vancouver, BC V6T 0C5, Vancouver",Ice Cream,1010,YES
Adam's Crepes,DESSERT PARLOR,South Burnaby,"5217 Rumble Street, Burnaby, BC V5G 2E7, Burnaby","Desserts, French, Cafe",10101010,NO
Boba Boy,BEVERAGE SHOP,Central Burnaby,"150-5172, Kingsway, Burnaby, BC V5H 2E8, Burnaby",Bubble Tea,101010,NO
Kokomo,CAF�,Downtown,"611 Gore Avenue, Vancouver, BC V6A 2Z8, Vancouver","Vegetarian, Healthy Food",101010,NO
Chuan Lu Restaurant,QUICK BITES,Central Richmond,"8053 Alexandra Road, Richmond",Chinese,1010,YES
Fay's Family Restaurant,CASUAL DINING,Newton,"600 - 7380 King George Boulevard, Metro Vancouver, Surrey",Canadian,10,NO
Hainanese Chicken House,CASUAL DINING,Downtown,"530 Hornby Street, Vancouver V6C 2E7",Malaysian,101010,NO
Myungdong Snack House,CASUAL DINING,Victoria-Fraserview & Killarney,"7, 3490 Kingsway, Vancouver V5R 5L6",Korean,10101010,YES
City Blends Coffee,CAF�,City of Langley,"5765 Glover Road, Langley V3A8M8",Cafe,10101010,YES
Happy Dragon Chinese Restaurant,CASUAL DINING,Maple Ridge,"22504 Lougheed Highway, Metro Vancouver V2X","Chinese, Asian",10,NO
PhTea,BEVERAGE SHOP,UBC,"6133 University Boulevard, Vancouver V6T 1Z1",Bubble Tea,10,NO
Goldies Pizza,QUICK BITES,Chinatown,"508 Abbott Street, Vancouver, Vancouver V6B 2L2","Pizza, Italian",10101010,NO
Cottage Tea Room,DESSERT PARLOR,Steveston,"100-12220 Second Avenue, Richmond V7E3B6",Desserts,10,NO
Juan de Fuca Coffee Company,CAF�,Coal Harbour,"1185 West Georgia Street, Vancouver V6E4E6",Cafe,101010,NO
Shanghai Imperial Cuisine,CASUAL DINING,"Southoak Centre, Marpole","Southoak Centre, 8269 Oak Street, Vancouver V6P4A9","Chinese, Asian",101010,YES
Pho Viet City,CASUAL DINING,Guildford,"14779 108 Avenue, Surrey, Surrey V3R 1V9",Vietnamese,10,YES
Josie's World,CASUAL DINING,Kitsilano,"2708 4th Avenue W, Vancouver, Vancouver V6K 3W2",Chinese,101010,YES
CACAO 70 Dip Shop,DESSERT PARLOR,Downtown,"115-3866 Bayview St, Richmond, BC V7E 3B6, Vancouver","Desserts, Ice Cream",10101010,NO
Poke & Co.,FAST CASUAL,Lower Lonsdale,"123 Carrie Cates Ct, Suite 136, North Vancouver, BC V7M 3K7, North Vancouver",Hawaiian,101010,YES
West of Java,CAF�,Lower Lonsdale,"105 East 1st Street, North Vancouver V7L4P6",Cafe,10101010,YES
Donair Affair,QUICK BITES,Newton,"14322 64 Avenue, Unit 102, Surrey, Surrey V3W 1Z1","Turkish, Kebab",101010,YES
It's About Thai,FOOD TRUCK,UBC,"Location Varies, Vancouver",Thai,10101010,YES
Kan's Gourmet Foods,QUICK BITES,Central Burnaby,"5033 Still Creek Avenue, Burnaby V5C5B5",Indian,101010,NO
Choco Coo Cafe,CAF�,Downtown,"7488 Lansdowne Road Suite 135, Richmond, BC V7C 0B9, Vancouver","Cafe, Desserts",10,NO
Sushi park restaurant,CASUAL DINING,Walnut Grove,"19973 96 Avenue, Metro Vancouver, Langley V1M",Japanese,10101010,NO
Jongro Ban Jeom,CASUAL DINING,Coquitlam,"535 Clarke Road, Coquitlam V3J 3X4","Korean, Chinese",1010,YES
Tim Hortons,CAF�,New Westminster,"736 6th Avenue, Metro Vancouver V3M3S3","Coffee and Tea, Sandwich",101010,YES
"DNB, Deli Noodles Bubble Tea - Grand Villa Casino",QUICK BITES,"Grand Villa Casino, Central Burnaby","Grand Villa Casino, 4331 Dominion Street, Burnaby V5G 1B2","Vietnamese, Sandwich, Asian, Bubble Tea",1010,NO
Turf,FAST CASUAL,Kitsilano,"2041 W 4th Ave, Kitsilano, Vancouver, Vancouver",Vegetarian,10101010,NO
The Lookout,CAF�,Horseshoe Bay,"6409 Bay Street, West Vancouver V7W3H5",Cafe,1010,YES
Port Kell's Cafe,QUICK BITES,Guildford,"5-9531 192nd Street, Surrey V4N3R9",Diner,101010,NO
Lunch Bucket Deli,QUICK BITES,Lower Capilano,"152 Pemberton Avenue, North Vancouver V7P2R4","Sandwich, Deli, Pizza, Fast Food",10,NO
Choice Pizza 2 For 1,QUICK BITES,Aldergrove,"102-2901 272 Street, Langley V4W",Pizza,101010,NO
Sunset Beach Concession,QUICK BITES,West End,"1204 Beach Avenue, Vancouver V6E1V4",Fast Food,1010,NO
Market Cafe,CASUAL DINING,"Park Inn by Radisson, Fairview","Park Inn by Radisson, 898 West Broadway, Vancouver",Canadian,10,NO
Tidewaters Pub,PUB,North Delta,"10190 River Road, Delta, Metro Vancouver V4C 2R3",Pub Food,10101010,NO
Pizza Garden,QUICK BITES,Central Burnaby,"4464 Beresford Street, Burnaby, Burnaby V5H 2Y4","Pizza, Salad",10,YES
DDDN Pizza North Vancouver,QUICK BITES,Edgemont & Upper Capilano,"4730 Capilano Road, North Vancouver V7R4k3 4K3","Pizza, Fast Food",10,NO
Gateway Java,CAF�,Whalley,"108-13401 108 Avenue, Surrey V3T5T4",Cafe,10,YES
Sahand Bread & Kebab Hut,QUICK BITES,"Glen and Johnson Centre, Coquitlam","Glen and Johnson Centre, 288-1175 Johnson Street, Coquitlam","Kebab, Iranian",1010,NO
G-Men Steveston,NOODLE SHOP,Steveston,"3711 Bayview Street, Richmond, BC V7E 3B6, Richmond","Japanese, Ramen",10101010,YES
Pierre's Champagne Lounge,BAR,Yaletown,"1035 Mainland Street, Vancouver V6B",Drinks Only,101010,NO
Artusi Restaurant,CASUAL DINING,New Westminster,"412 6th St, BC, New Westminster, Metro Vancouver, Metro Vancouver",Italian,101010,NO
Miyamae Sushi,FOOD COURT,"University Village, UBC","University Village, Food Court, 5728 University Boulevard, Vancouver","Sushi, Japanese, Asian",1010,YES
Dragon Wok,CASUAL DINING,Newton,"Suite 335 8140 128 Street, Payal Business Center, Surrey, Surrey","Chinese, Indian",10101010,YES
Yuan�s Chuan Chuan Xiang ?????????,FAST CASUAL,Central Richmond,"Aberdeen Centre, 4151 Hazelbridge Way #2792, #2F, Richmond, BC V6X 4J7, Richmond",Chinese,1010,NO
Michi Craft Kitchen,FAST CASUAL,Renfrew-Collingwood,"Unit 180 - 3665 Kingsway, Vancouver, Vancouver",Asian Fusion,101010,YES
Habitat,PUB,"BCIT, Central Burnaby","BCIT, SE2 Level 1, 3700 Willingdon Avenue, Burnaby V5G 3H2","Pub Food, Burger",10101010,YES
John's Chicken House,QUICK BITES,City of Langley,"20162 Fraser Highway, Langley, Langley V3A 4E4","American, Fast Food",101010,NO
MasQueSolo Sushi & Kitchen,CASUAL DINING,Cloverdale,"5827 176 Street, Cloverdale, Surrey, Metro Vancouver, Surrey V3S 4E3,",Japanese,10101010,YES
Southern Delicacy,CASUAL DINING,Kerrisdale,"6055 West Blvd, Kerrisdale, Vancouver, Vancouver",Chinese,101010,NO
The First Dessert,DESSERT PARLOR,Victoria-Fraserview & Killarney,"5857 Victoria Dr, Victoria-Fraserview & Killarney, Vancouver, Vancouver","Desserts, Chinese",101010,YES
Eve Cafe,CAF�,"Park Royal Shopping Centre, Ambleside","Inside Simons, 1060 Park Royal South, West Vancouver","Cafe, French",101010,YES
Coffee Mug,CAF�,Township of Langley,"2426 200 Street, Langley V2Z",Cafe,10,YES
Dong Tai Xiang Shanghai Dim Sum,CASUAL DINING,South Cambie Street,"3250 Cambie St, Vancouver, BC V5Z 2W4, Vancouver","Shanghai, Chinese",1010,YES
Cafe Nelly,CAF�,Whalley,"107-13401 108 Avenue, Surrey V3T5T4",Cafe,1010,YES
UK Sweets,CASUAL DINING,New Westminster,"102 -1102 Ewen Ave, New Westminster, Metro Vancouver",Indian,101010,YES
Zhao Mah Bakery,BAKERY,Chinatown,"280 East Pender Street, Vancouver V6A","Bakery, Chinese, Asian",1010,NO
El Cartel,FOOD TRUCK,Strathcona,"Location Varies, Vancouver",Healthy Food,10101010,YES
Queen's Cafe By Eighteen Chefs,CASUAL DINING,Central Burnaby,"7090, Kingsway, Burnaby, BC V5E 1E7, Central Burnaby, Burnaby, Burnaby",Singaporean,101010,NO
Enzo's Cafe,CAF�,"Bentall Towers, Coal Harbour","Bentall 2, 2099-555 Burrard Street, Vancouver V6C2G3","Cafe, Italian",1010,YES
Tiki Ming,FOOD COURT,"Coquitlam Centre, Coquitlam","Coquitlam Centre, Second Floor, Food Court, 2628-2929 Barnet Highway, Coquitlam V3B0B9","Fast Food, Chinese, Asian",1010,YES
Zapoteca Mexican Grill & Seafood,CASUAL DINING,White Rock,"15495 Marine Dr, White Rock, Metro Vancouver",Mexican,10,YES
Twinkle Thai,QUICK BITES,Central Burnaby,"7080 Kingsway, Burnaby, BC V5E 1E7, Burnaby","Thai, Asian",10,YES
Excellent Dim Sum King,CASUAL DINING,Kensington,"2141 Kingsway, Vancouver, Kensington, Vancouver, Vancouver","Chinese, Dim Sum",10,YES
Veronica's Gourmet Perogies,QUICK BITES,Aldergrove,"2989 272 Street, Langley",European,1010,NO
Pizza Express,QUICK BITES,Fleetwood,"15932 96 Avenue, Surrey V4N2L6","Pizza, Fast Food",10101010,NO
Morrison's Grill,CASUAL DINING,North Delta,"301-1658 Fosters Way, Metro Vancouver V3M6S7",Diner,101010,NO
Pho Spot,QUICK BITES,Central Lonsdale,"1442 Lonsdale Avenue, North Vancouver V7M 2J1",Vietnamese,10101010,YES
Redwoods Grill,CASUAL DINING,Walnut Grove,"Redwoods Golfcourse, 22011 88th Avenue, Langley V1M",Canadian,10,NO
Trendz Coffee,CAF�,Township of Langley,"4033 208th Street, Langley V3A","Cafe, Deli",101010,YES
Gourmet Korean,QUICK BITES,"Aberdeen Centre, Richmond","Aberdeen Centre, Inside H Mart, 4151 Hazelbridge Way, Richmond","Korean, Asian",10,YES
Simple Bites Inc.,QUICK BITES,Riley Park & Little Mountain,"5932 Fraser Street, Vancouver, BC, Canada, Vancouver V5W 2Z7",Fast Food,1010,YES
Spice n Curry,CASUAL DINING,Cloverdale,"18640 Fraser Hwy, Surrey,, Surrey BC V3S 7Y4",Indian,10,YES
Ember Indian Kitchen,CASUAL DINING,Downtown,"6168 Dyke Road, Suite 211, Richmond, BC V7E 4J2, Vancouver",Indian,1010,YES
1029 Cafe,CASUAL DINING,Central Richmond,"9231 Beckwith Road, Richmond",Chinese,10101010,YES
Captain Sushi,CASUAL DINING,Guildford,"407-16033 108 Avenue, Surrey, Surrey V4N 1P2","Japanese, Sushi, Korean",10101010,NO
The Primerose Mediterranean Restaurant,CASUAL DINING,Ladner,"6165 Highway 17A, Delta, Metro Vancouver V4K5B8 5B8","Greek, Mediterranean, Seafood",101010,YES
No. 1 Dumpling,QUICK BITES,Kitsilano,"1888 W Broadway, Metro Vancouver, Vancouver",Chinese,101010,NO
Daily Grind Cafe,CAF�,Kitsilano,"2255 Burrard Street, Vancouver V6J5A5",Cafe,10101010,NO
Ice Cream Galore,DESSERT PARLOR,City of Langley,"102-20505 Fraser Highway, Langley V3A4G3","Desserts, Ice Cream",10,NO
VUE Bar & Lounge,BAR,Downtown,"Edgewater Casino, 750 Pacific Boulevard, Vancouver V6Z2R8",Canadian,101010,YES
Fu Wei Mandarin Cuisine,FOOD COURT,"Chinatown Plaza, Chinatown","Chinatown Plaza, First Floor, Food Court, 108-180 Keefer Street, Vancouver V6A1X4","Fast Food, Chinese, Asian",101010,NO
Sisters Kitchen,FOOD COURT,"Richmond Public Market, Richmond","Richmond Public Market, Level 2, 2350-8260 Westminster Highway, Richmond","Fast Food, Chinese",1010,NO
Cloverdale Coffee Company,CAF�,Cloverdale,"102-5674 176th Street, Surrey",Cafe,10,NO
Your�s Cafe Shop,CAF�,New Westminster,"47 6th St, New Westminster, BC, Metro Vancouver",Cafe,10101010,NO
Szechuan Tasty Restaurant,CASUAL DINING,Central Burnaby,"4727 Kingsway, Burnaby, Burnaby","Chinese, Sichuan",1010,YES
Donnellan's Chipper,QUICK BITES,Downtown,"1224 Granville St, Vancouver, Vancouver","Irish, Fast Food",10101010,YES
Fraser Barbecue & Fresh Meat,QUICK BITES,Punjabi Market,"6340 Fraser Street, Vancouver V5W3A3","Chinese, Asian, Fast Food",10,YES
Ideas Lunch & Wine Bar,CASUAL DINING,UBC,"UBC's University Centre, Lower Level, 6331 Crescent Road, Vancouver","Healthy Food, Canadian",1010,YES
Hearthstone Tap and Forno,BREWERY,Lower Capilano,"1015 Marine Drive, North Vancouver V7P 1S6",Bar Food,101010,YES
Sincerely Cafe,CAF�,Port Coquitlam,"1140-551 Sherling Avenue, Metro Vancouver V3B",Cafe,10,NO
Starbucks,CAF�,Central Burnaby,"472 SW Marine Drive, Burnaby V6P 5Y1",Cafe,1010,YES
Bubble Waffle Cafe,DESSERT PARLOR,East Richmond,"Unit 1030 - 11660 Steveston Hwy, Richmond, Richmond",Desserts,10101010,NO
Fricken Waffle Cafe,QUICK BITES,City of Langley,"5499 203 Street, Suite 102, Langley City, BC V3A 1W1, Langley","Fast Food, Desserts, Bakery",10101010,YES
Viet House,FAST CASUAL,Riley Park & Little Mountain,"3420 Cambie St, Vancouver, Vancouver",Vietnamese,10101010,YES
Papa Day's Pizza & Indian Cuisine,QUICK BITES,North Delta,"8245 120th, Metro Vancouver V4C","Indian, Pizza, North Indian",10,NO
Sartaj Sweets & Restaurant,QUICK BITES,Punjabi Market,"6665 Fraser Street, Vancouver V5X3T6",Indian,10101010,NO
Pick & Chews Teriyaki,QUICK BITES,"Bentall Towers, Coal Harbour","Bentall 4, 1055 Dunsmuir Street, Vancouver V7X","Fast Food, Japanese, Asian",10101010,NO
Active Body Nutrition & Juice Bar,BEVERAGE SHOP,Ambleside,"1517 Bellevue Avenue, West Vancouver","Juices, Beverages",10,NO
The Biltmore Caberet,BAR,Mount Pleasant,"2755 Prince Edward Street, Vancouver V5T 3J7",Drinks Only,101010,YES
The Tasty Torpedo Sandwich Co.,FOOD TRUCK,Mount Pleasant,"Location Varies, Vancouver",Sandwich,101010,NO
Dairy Queen Grill & Chill,FAST FOOD,Central Richmond,"8980 number 3 Road Unit 105, Richmond V6Y 2E8","Ice Cream, Burger",101010,NO
Firecrust Pizza,PIZZERIA,City of Langley,"40 - 20160 Langley Bypass, Langley, BC V3A 9J9, Langley",Pizza,101010,NO
Pho Pho You,FAST CASUAL,New Westminster,"441 Columbia St, New Westminster, BC V3L 1A9, Metro Vancouver",Vietnamese,1010,NO
Lemon Bakery,BAKERY,City of Langley,"20108 Fraser Highway, Suite 102, Langley City, BC V3A 4E4, Langley","Bakery, Cafe",10101010,YES
Seven Lemon Tea,BEVERAGE SHOP,Riley Park & Little Mountain,"4385 Main Street, Metro Vancouver, BC, Vancouver",Bubble Tea,10101010,NO
Dynastea,CAF�,Renfrew-Collingwood,"2909 2nd Avenue East, Vancouver V5M 1E6","Cafe, Coffee and Tea, Bubble Tea",1010,YES
Nebur-King Coffee,CAF�,Downtown,"1359 Hornby Street, Vancouver V6Z",Cafe,101010,NO
12 Kings Pub,BAR,Mount Pleasant,"395 Kingsway, Vancouver V5T 3J7",Bar Food,10,YES
Village Baker Caf�,CAF�,Bowen Island,"992 Dorman Road, West Vancouver V0N1G0","Cafe, Bakery",10,YES
Maple Meadows Brewery,MICROBREWERY,Maple Ridge,"22775 Dewdney Trunk Road, Metro Vancouver",Drinks Only,1010,NO
Takara Sushi,CASUAL DINING,Central Burnaby,"3726 Canada Way, Central Burnaby, Burnaby, Burnaby V5G 1G4",Japanese,1010,YES
The Good Stuff Smoothie Shop,DESSERT PARLOR,Point Grey,"4515 West 10th Avenue, Metro Vancouver, Vancouver V6R 2J1","Desserts, Juices",10101010,NO
Hemisphere North - Pacific Gateway Hotel,CASUAL DINING,"Pacific Gateway Hotel, Central Richmond","Pacific Gateway Hotel, 3500 Cessna Drive, Richmond V7B 1C7","Canadian, Breakfast",101010,NO
Buns + Boba,CAF�,Mount Pleasant,"327 E Broadway, Vancouver, Vancouver","Bakery, Bubble Tea, Cafe",101010,NO
Dragonfly Cafe,CAF�,Downtown,"20477 Fraser Highway, Langley, Vancouver V3A 4G3",American,10101010,NO
The Concert Music Garden Cafe,CAF�,North Burnaby,"Korea Plaza level, 4501 North Road, Burnaby V3N 4J5","Canadian, Korean",10101010,YES
Royce' Chocolate,DESSERT PARLOR,Central Richmond,"6551 No 3 Road, Metro Vancouver, Richmond V6Y 2B6",Desserts,1010,NO
Natsumi Ramen Restaurant,CASUAL DINING,Strathcona,"1179 Commercial Drive, Vancouver V5L 3X3","Japanese, Ramen",1010,NO
Van Den Bosch Bakery,BAKERY,"Arbutus Village Square, Arbutus Ridge","Arbutus Village Square, 4255 Arbutus Street, Vancouver V6J1Z1",Bakery,10101010,YES
Foodie Express,QUICK BITES,"Royal Plaza, New Westminster","Royal Plaza, 17-800 McBride Boulevard, Metro Vancouver V3L 2B8",Chinese,1010,YES
Rosemary Rocksalt,QUICK BITES,Grandview,"1350 Commercial Drive, Vancouver, BC V5L 3X6, Vancouver",Bagels,10101010,YES
The Garden Strathcona,CAF�,Downtown,"868 East Hastings Street, Vancouver, BC V6A 1R6, Vancouver",Cafe,1010,YES
Starbucks Reserve Bar,CAF�,Downtown,"700 W Pender Street, Vancouver, BC V6C 1X6, Vancouver","Coffee and Tea, Cafe",101010,YES
Mr. Mustache Tea & Dessert,CAF�,Central Burnaby,"110-6125 Sussex Ave, Burnaby, Burnaby",Cafe,101010,NO
Darby's Gastown,PUB,Gastown,"16 W Hastings Street, Gastown, Vancouver V6B 1G6",American,10,YES
Trees Organic Coffee,CAF�,Fairview,"1598 West Broadway, Vancouver, Vancouver V6J 5K9","Cafe, Coffee and Tea, Desserts",101010,YES
Toyomi Sushi,CASUAL DINING,Lynnmour & Maplewood,"104-223 Mountain Highway, North Vancouver V7J","Sushi, Japanese, Asian",101010,YES
Bubble Waffle Cafe,CAF�,Downtown,"15277 100 Avenue, Surrey, Vancouver V3R 8X2","Coffee and Tea, Desserts",10101010,YES
Roaming Bowl,FOOD TRUCK,UBC,"Main Mall & Agronomy Road, Vancouver",Asian,101010,NO
Quan's Kitchen,CASUAL DINING,Maple Ridge,"22363 Lougheed Highway, Metro Vancouver","Chinese, Asian",10101010,NO
Red Velvet Cafe,CAF�,Fort Langley,"23343 Mavis Avenue, Langley",Cafe,10,YES
Better Bakes & Eats,BAKERY,Central Lonsdale,"126 East 14th Street, North Vancouver",Bakery,10101010,NO
Doris' European Delicacies,QUICK BITES,Township of Langley,"22575 Fraser Highway, Langley V2Z",Deli,1010,NO
Royal Pizza,QUICK BITES,North Delta,"8245 120 Street, Metro Vancouver V4C6R1",Pizza,101010,YES
Sulbing Dessert Cafe,CAF�,Cariboo & Lougheed,"4501 North Road, #202 A, Burnaby, British Columbia, Metro Vancouver, Burnaby","Desserts, Korean",101010,NO
Sumerian Grill,QUICK BITES,Whalley,"10671A King George Blvd, Surrey, Surrey",Lebanese,1010,YES
SY Farm Market,QUICK BITES,Hastings-Sunrise,"2436 East Hastings Street, Vancouver V5K3V2","BBQ, Chinese, Asian",10101010,YES
Watts Cooking On The Beach,CAF�,"East Beach, White Rock","East Beach, 15611 Marine Drive, Metro Vancouver V4B",Cafe,1010,NO
Boothroyd Heritage Coffee,CAF�,Cloverdale,"16811 60 Avenue, Surrey",Cafe,101010,NO
Iron Bowl,CASUAL DINING,Port Coquitlam,"1150-1502 Broadway Street, Port Coquitlam, BC V3C 2M8, Metro Vancouver","Sushi, Japanese",10,YES
Tivoli's - Executive Airport Plaza Hotel,CASUAL DINING,"Executive Airport Plaza Hotel, Central Richmond","Executive Airport Plaza Hotel, 7311 Westminster Hightway, Richmond V6X1A1",Canadian,1010,NO
Little Cockatoo Cafe,CASUAL DINING,Cariboo & Lougheed,"7548 Edmonds Street, Burnaby V3N1B5",Mediterranean,10101010,YES
The Fish Man,CASUAL DINING,Central Richmond,"1170-8391 Alexandra Road, Central Richmond, Richmond, Richmond","Seafood, Chinese",101010,NO
Chef Rong Noodle House,NOODLE SHOP,Downtown,"2302-4500 Kingsway, Burnaby, BC V5H 2B1, Vancouver","Chinese, Ramen",10101010,NO
Hainan Kitchen,CASUAL DINING,Central Richmond,"485 - 9100 Blundell Road, Richmond, BC V6Y 3X9, Richmond",Chinese,10,YES
Luck's Gourmet,FOOD COURT,"Admiralty Centre, Richmond","Admiralty Centre, Food Court, 2088-8700 McKim Way, Richmond","Fast Food, Chinese, Asian",101010,NO
Fritou,QUICK BITES,Kensington,"1391 East 41st Avenue, Vancouver",Fast Food,10101010,NO
Piquant Gourmet Meats & Seasoning,QUICK BITES,South Surrey,"1627 128 Street, Surrey V4A3V2","Indian, Mediterranean, Deli",10101010,NO
Viva La Pizza,QUICK BITES,Coquitlam,"608 Clarke Road, Coquitlam",Pizza,1010,YES
Polonia Deli,QUICK BITES,Port Coquitlam,"2338 Marpole Avenue, Metro Vancouver V3C2A1","Eastern European, Deli",1010,NO
Tae Yang Gak,CASUAL DINING,Guildford,"102 - 10330 152 Street, Guildford, Surrey, Surrey V3R 4G8","Chinese, Korean",101010,NO
YiFang Fruit Tea,BEVERAGE SHOP,Central Burnaby,"4501 North Rd #202b, Burnaby, Burnaby",Bubble Tea,10,YES
Thanh Thanh,CASUAL DINING,Kensington,"775 Kingsway, Vancouver V5V3C2","Vietnamese, Asian",101010,YES
